ticker,market_cap,price,volume,sector,industry
A,41600851968,146.74,746963,Healthcare,Diagnostics & Research
AA,9664537600,37.32,4296075,Basic Materials,Aluminum
AACI,406146304,10.29,267230,Financial Services,Shell Companies
AACT,587048640,9.49,918480,Financial Services,Shell Companies
AAL,9010180096,13.65,68925885,Industrials,Airlines
AAM,467883360,10.6401,255681,Financial Services,Shell Companies
AAMI,1592555776,44.47,234006,Financial Services,Asset Management
AAOI,1781449472,28.57,10090063,Technology,Communication Equipment
AAON,8603931648,105.53,1662011,Industrials,Building Products & Equipment
AAP,2921282560,48.67,935773,Consumer Cyclical,Auto Parts
AAPL,3967007326208,268.47,45140079,Technology,Consumer Electronics
AARD,219967184,10.14,139711,Healthcare,Biotechnology
AAT,1460849536,19.32,445124,Real Estate,REIT - Diversified
AAUC,1915799936,15.45,229913,Basic Materials,Gold
AB,3608792064,39.14,165521,Financial Services,Asset Management
ABAT,522947680,4.43,15302352,Industrials,Waste Management
ABBV,387340009472,219.16,4566957,Healthcare,Drug Manufacturers - General
ABCB,5053544960,73.68,275768,Financial Services,Banks - Regional
ABCL,1168436736,3.91,13446937,Healthcare,Biotechnology
ABEO,215369856,4.2,2483311,Healthcare,Biotechnology
ABEV,38540652544,2.43,38182046,Consumer Defensive,Beverages - Brewers
ABG,4405424640,226.61,109474,Consumer Cyclical,Auto & Truck Dealerships
ABL,618692224,6.45,2276610,Financial Services,Insurance - Life
ABM,2569986560,41.95,368551,Industrials,Specialty Business Services
ABNB,74007044096,120.88,11553122,Consumer Cyclical,Travel Services
ABOS,115089512,1.88,282769,Healthcare,Biotechnology
ABR,1998069632,9.23,6119757,Real Estate,REIT - Mortgage
ABSI,536786304,3.335,4358320,Healthcare,Biotechnology
ABT,219723857920,126.36,3498150,Healthcare,Medical Devices
ABTC,4292596224,4.64,2998950,Financial Services,Capital Markets
ABUS,862644096,4.5,808586,Healthcare,Biotechnology
ABVE,174308240,2.73,2543861,Consumer Defensive,Packaged Foods
ABVX,8193050112,105.27,924794,Healthcare,Biotechnology
ACA,4859381248,99.08,156612,Industrials,Engineering & Construction
ACAD,3807834880,22.57,1479739,Healthcare,Biotechnology
ACB,257417600,4.55,1100402,Healthcare,Drug Manufacturers - Specialty & Generic
ACCO,313673728,3.44,830609,Industrials,Business Equipment & Supplies
ACDC,924266176,5.03,1328253,Energy,Oil & Gas Equipment & Services
ACEL,847056896,10.18,322955,Consumer Cyclical,Gambling
ACGL,32899061760,89.57,2313846,Financial Services,Insurance - Diversified
ACHC,1832400768,19.51,3661453,Healthcare,Medical Care Facilities
ACHR,5748483584,8.18,150720696,Industrials,Aerospace & Defense
ACHV,241982032,4.59,920228,Healthcare,Biotechnology
ACI,9739222016,17.73,5932073,Consumer Defensive,Grocery Stores
ACIC,593473728,12.14,178701,Financial Services,Insurance - Property & Casualty
ACLS,2657768448,85.74,635855,Technology,Semiconductor Equipment & Materials
ACLX,5099977216,86.55,286409,Healthcare,Biotechnology
ACM,17317328896,130.75,435510,Industrials,Engineering & Construction
ACMR,1984475520,31.1,1197156,Technology,Semiconductor Equipment & Materials
ACN,152405327872,245.76,4045276,Technology,Information Technology Services
ACNT,118839488,12.69,158758,Basic Materials,Chemicals
ACOG,119560032,5.72,272104,Healthcare,Biotechnology
ACP,692598144,5.52,437045,Financial Services,Asset Management
ACRE,278327072,5.06,1305421,Real Estate,REIT - Mortgage
ACRS,251330736,2.32,1128070,Healthcare,Biotechnology
ACT,5457708032,37.0,303608,Financial Services,Insurance - Specialty
ACTG,344363552,3.56,268977,Industrials,Business Equipment & Supplies
ACVA,929724672,5.4,11902952,Consumer Cyclical,Auto & Truck Dealerships
AD,4119419136,46.36,255409,Communication Services,Telecom Services
ADAM,632154432,7.0,474347,Real Estate,REIT - Mortgage
ADBE,136861278208,326.95,4107532,Technology,Software - Application
ADC,8437334016,73.41,539083,Real Estate,REIT - Retail
ADCT,467997472,4.04,954072,Healthcare,Biotechnology
ADEA,1519129856,13.89,1324701,Technology,Software - Application
ADI,112401973248,228.48,4395273,Technology,Semiconductors
ADM,27382863872,56.98,3739582,Consumer Defensive,Farm Products
ADMA,3455727616,14.52,4560181,Healthcare,Biotechnology
ADNT,1553904128,19.62,1838636,Consumer Cyclical,Auto Parts
ADP,102794690560,254.16,1783345,Technology,Software - Application
ADPT,2375470336,14.79,2920709,Healthcare,Biotechnology
ADSK,63299338240,297.18,950498,Technology,Software - Application
ADT,6689264128,8.27,7596825,Industrials,Security & Protection Services
ADTN,643331456,7.97,2054157,Technology,Communication Equipment
ADUR,383992064,12.31,354191,Industrials,Pollution & Treatment Controls
ADUS,2110604800,113.08,175331,Healthcare,Medical Care Facilities
ADV,368319968,1.13,586759,Communication Services,Advertising Agencies
ADX,2743657984,22.79,325074,Financial Services,Asset Management
AEBI,850722304,11.0,297776,Industrials,Farm & Heavy Construction Machinery
AEE,28307824640,104.65,1705775,Utilities,Utilities - Regulated Electric
AEG,11908320256,7.6,6487026,Financial Services,Insurance - Diversified
AEHR,734561280,24.48,798881,Technology,Semiconductor Equipment & Materials
AEIS,8272708608,216.73,550932,Industrials,Electrical Equipment & Parts
AEM,81035337728,161.41,2050935,Basic Materials,Gold
AEO,2895694336,17.1,4964232,Consumer Cyclical,Apparel Retail
AEP,64997302272,121.43,3134908,Utilities,Utilities - Regulated Electric
AER,22629672960,132.95,801898,Industrials,Rental & Leasing Services
AES,10062269440,14.13,11887172,Utilities,Utilities - Diversified
AESI,1387360512,11.15,2195649,Energy,Oil & Gas Equipment & Services
AEVA,735639744,13.06,2597732,Technology,Software - Infrastructure
AEYE,167404256,13.34,191943,Technology,Software - Application
AFB,312170016,10.83,126447,Financial Services,Asset Management
AFG,11931346944,143.06,545971,Financial Services,Insurance - Property & Casualty
AFL,59796156416,114.09,1918506,Financial Services,Insurance - Life
AFRM,21771452416,73.62,16045050,Technology,Software - Infrastructure
AFYA,1280435328,14.08,158287,Consumer Defensive,Education & Training Services
AG,5600997376,11.41,13135112,Basic Materials,Silver
AGCO,7883979776,105.56,423800,Industrials,Farm & Heavy Construction Machinery
AGEN,126819152,3.98,436563,Healthcare,Biotechnology
AGI,13036958720,30.99,2224785,Basic Materials,Gold
AGIO,2371622656,40.67,354052,Healthcare,Biotechnology
AGNC,11091966976,10.34,20684726,Real Estate,REIT - Mortgage
AGO,4134898944,86.88,440931,Financial Services,Insurance - Specialty
AGRO,821570112,8.21,281747,Consumer Defensive,Farm Products
AGX,4303410176,311.58,333954,Industrials,Engineering & Construction
AGYS,3538403328,126.1,141075,Technology,Software - Application
AHCO,1301427840,9.5,814562,Healthcare,Medical Devices
AHH,660405888,6.37,754129,Real Estate,REIT - Diversified
AHL,3381488640,36.82,104125,Financial Services,Insurance - Property & Casualty
AHR,8330985984,49.42,2552683,Real Estate,REIT - Healthcare Facilities
AI,2139427328,15.52,5098540,Technology,Software - Infrastructure
AIG,41509584896,76.93,3365368,Financial Services,Insurance - Diversified
AII,489494816,25.01,114169,Financial Services,Insurance - Property & Casualty
AIN,1547833856,48.24,752527,Consumer Cyclical,Textile Manufacturing
AIOT,652537728,4.89,1879648,Technology,Software - Infrastructure
AIP,650451392,14.48,953867,Technology,Semiconductors
AIR,3260740608,82.42,198802,Industrials,Aerospace & Defense
AIRJ,290110048,4.8,172297,Industrials,Building Products & Equipment
AIRO,369362176,13.47,699699,Industrials,Aerospace & Defense
AIRS,659699392,6.12,8778410,Healthcare,Medical Care Facilities
AISP,145929664,4.27,1098897,Technology,Software - Infrastructure
AIT,9765921792,258.92,190909,Industrials,Industrial Distribution
AIV,765742016,5.38,1950082,Real Estate,REIT - Residential
AIZ,11319010304,224.32,358866,Financial Services,Insurance - Property & Casualty
AJG,64203812864,250.01,1459640,Financial Services,Insurance Brokers
AKAM,12007104512,83.74,9138079,Technology,Software - Infrastructure
AKBA,540895872,2.04,4428540,Healthcare,Drug Manufacturers - Specialty & Generic
AKR,2822367232,20.25,857395,Real Estate,REIT - Retail
AKRO,4332107264,54.04,1110082,Healthcare,Biotechnology
AL,7132844544,63.82,1692068,Industrials,Rental & Leasing Services
ALAB,27951859712,165.49,6340350,Technology,Semiconductors
ALB,11437846528,97.18,4475931,Basic Materials,Specialty Chemicals
ALC,36570767360,73.97,3284074,Healthcare,Medical Instruments & Supplies
ALDX,289382944,4.69,612425,Healthcare,Biotechnology
ALE,3917575168,67.43,524311,Utilities,Utilities - Diversified
ALEC,131576032,1.28,1975326,Healthcare,Biotechnology
ALEX,1141580160,15.52,539070,Real Estate,REIT - Retail
ALG,2020826496,166.86,177353,Industrials,Farm & Heavy Construction Machinery
ALGM,4994511360,26.98,1527155,Technology,Semiconductors
ALGN,9674768384,134.84,810223,Healthcare,Medical Instruments & Supplies
ALGT,1300844416,70.89,362662,Industrials,Airlines
ALHC,3299512832,16.33,1680492,Healthcare,Healthcare Plans
ALIT,1298037888,2.35,14060927,Technology,Software - Application
ALK,4946932736,42.93,3110528,Industrials,Airlines
ALKS,5430714368,32.89,1959717,Healthcare,Drug Manufacturers - Specialty & Generic
ALKT,2042328064,19.45,1933885,Technology,Software - Application
ALL,52935589888,202.29,947099,Financial Services,Insurance - Property & Casualty
ALLE,14397448192,167.35,455276,Industrials,Security & Protection Services
ALLO,261819600,1.18,3120315,Healthcare,Biotechnology
ALLT,417803936,8.99,349308,Technology,Software - Infrastructure
ALLY,12097248256,39.27,2275767,Financial Services,Credit Services
ALM,1620098048,7.0,2862079,Basic Materials,Other Industrial Metals & Mining
ALMS,491183488,4.72,1374298,Healthcare,Biotechnology
ALNT,885467072,52.26,253360,Technology,Electronic Components
ALNY,58486788096,442.7,678108,Healthcare,Biotechnology
ALRM,2488264960,49.86,474518,Technology,Software - Application
ALSN,6820593152,81.95,904742,Consumer Cyclical,Auto Parts
ALT,362737344,4.11,4190037,Healthcare,Biotechnology
ALTG,188762384,5.26,471572,Industrials,Rental & Leasing Services
ALTO,110226288,1.38,2119860,Basic Materials,Specialty Chemicals
ALTS,264887056,2.12,4258768,Technology,Software - Application
ALV,9249540096,121.76,383667,Consumer Cyclical,Auto Parts
ALVO,1779242624,5.71,1005289,Healthcare,Drug Manufacturers - Specialty & Generic
AM,8439592960,17.72,1619436,Energy,Oil & Gas Midstream
AMAL,834325248,27.87,193576,Financial Services,Banks - Regional
AMAT,183283531776,230.07,6396938,Technology,Semiconductor Equipment & Materials
AMBA,3827923200,89.67,931146,Technology,Semiconductor Equipment & Materials
AMBC,393486688,8.48,622954,Financial Services,Insurance - Specialty
AMBP,2032178688,3.4,1194356,Consumer Cyclical,Packaging & Containers
AMBQ,532652032,27.27,326734,Technology,Semiconductors
AMC,1333653376,2.41,30249499,Communication Services,Entertainment
AMCR,19320973312,8.37,21729803,Consumer Cyclical,Packaging & Containers
AMCX,314517056,7.52,557315,Communication Services,Entertainment
AMD,380212838400,233.54,51603215,Technology,Semiconductors
AME,45186715648,196.29,1007567,Industrials,Specialty Industrial Machinery
AMG,7366111744,259.26,316741,Financial Services,Asset Management
AMGN,172421513216,320.2,2663584,Healthcare,Drug Manufacturers - General
AMH,13519452160,32.0,2938395,Real Estate,REIT - Residential
AMKR,8597387264,34.78,3545716,Technology,Semiconductor Equipment & Materials
AMLX,1330156800,12.31,1865520,Healthcare,Biotechnology
AMN,706316096,17.87,3115412,Healthcare,Medical Care Facilities
AMP,42869481472,461.43,432241,Financial Services,Asset Management
AMPH,1125878272,24.03,802170,Healthcare,Drug Manufacturers - Specialty & Generic
AMPL,1326522112,10.01,1730761,Technology,Software - Application
AMPX,1592215424,12.73,10867131,Industrials,Electrical Equipment & Parts
AMPY,216951344,5.36,2651870,Energy,Oil & Gas E&P
AMR,2210403840,169.33,161290,Basic Materials,Coking Coal
AMRC,1862166272,35.27,742002,Industrials,Engineering & Construction
AMRK,623256576,25.29,558279,Financial Services,Capital Markets
AMRX,3662164480,11.37,1209487,Healthcare,Drug Manufacturers - Specialty & Generic
AMRZ,27344375808,49.44,2801045,Basic Materials,Building Materials
AMSC,1755958656,38.86,3027858,Industrials,Specialty Industrial Machinery
AMSF,766438208,40.5,148517,Financial Services,Insurance - Specialty
AMT,83306692608,177.95,3520854,Real Estate,REIT - Specialty
AMTB,716969792,17.09,345947,Financial Services,Banks - Regional
AMTM,5452994560,22.41,949512,Industrials,Specialty Business Services
AMTX,132806000,2.1,1323778,Basic Materials,Specialty Chemicals
AMWD,814697728,55.61,168326,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AMX,70530506752,23.27,1661962,Communication Services,Telecom Services
AMZN,2612795801600,244.41,46128349,Consumer Cyclical,Internet Retail
AN,6907417088,193.86,345455,Consumer Cyclical,Auto & Truck Dealerships
ANAB,1097847936,39.65,368982,Healthcare,Biotechnology
ANDE,1704815104,50.38,550496,Consumer Defensive,Food Distribution
ANET,169562734592,134.65,10268540,Technology,Computer Hardware
ANF,3368786688,71.57,1212619,Consumer Cyclical,Apparel Retail
ANGI,489759040,11.29,1887576,Communication Services,Internet Content & Information
ANGO,495222144,12.02,291036,Healthcare,Medical Instruments & Supplies
ANGX,1031531584,6.03,460499,Communication Services,Entertainment
ANIK,142049008,9.85,106101,Healthcare,Drug Manufacturers - Specialty & Generic
ANIP,2015835904,90.43,704398,Healthcare,Drug Manufacturers - Specialty & Generic
ANIX,137921872,4.19,112391,Healthcare,Biotechnology
ANNX,331308192,2.88,1638256,Healthcare,Biotechnology
ANRO,356997696,11.55,527710,Healthcare,Biotechnology
ANTE,385286368,3.48,299941,Communication Services,Advertising Agencies
AOD,980508288,9.2,755792,Financial Services,Asset Management
AOMR,215312720,9.03,108621,Real Estate,REIT - Mortgage
AON,74436378624,346.32,1043195,Financial Services,Insurance Brokers
AORT,2241223680,44.87,417218,Healthcare,Medical Devices
AOS,9225899008,66.26,771628,Industrials,Specialty Industrial Machinery
AOSL,610676928,20.32,663897,Technology,Semiconductors
APA,8483480064,23.83,6705738,Energy,Oil & Gas E&P
APAM,3164432896,44.91,233328,Financial Services,Asset Management
APD,57806077952,259.74,1334943,Basic Materials,Specialty Chemicals
APEI,561345856,31.07,199264,Consumer Defensive,Education & Training Services
APG,15076589568,36.25,2860458,Industrials,Engineering & Construction
APGE,3719809024,54.71,515782,Healthcare,Biotechnology
APH,170253877248,139.09,8743604,Technology,Electronic Components
API,314815744,3.49,348815,Technology,Software - Application
APLD,8692636672,30.98,25354248,Technology,Information Technology Services
APLE,2760838400,11.67,2515638,Real Estate,REIT - Hotel & Motel
APLS,2493812224,19.26,5026572,Healthcare,Biotechnology
APO,76826107904,132.37,3649020,Financial Services,Asset Management
APOG,740836416,34.44,202665,Industrials,Building Products & Equipment
APP,209508450304,619.93,6632897,Communication Services,Advertising Agencies
APPF,8990398464,251.8,151295,Technology,Software - Application
APPN,2982747648,40.29,1636094,Technology,Software - Infrastructure
APPS,671771840,5.99,4661290,Technology,Software - Application
APTV,18077204480,83.66,1765646,Consumer Cyclical,Auto Parts
APYX,146361376,3.87,235579,Healthcare,Medical Devices
AQN,4805917184,6.24,16568467,Utilities,Utilities - Diversified
AQST,736898816,6.04,2816813,Healthcare,Drug Manufacturers - Specialty & Generic
AR,10380824576,33.65,4226626,Energy,Oil & Gas E&P
ARAI,143661568,4.35,239331,Technology,Software - Infrastructure
ARAY,132609128,1.17,1421150,Healthcare,Medical Devices
ARBE,177125392,1.63,1666427,Technology,Scientific & Technical Instruments
ARCB,1508013184,66.99,295198,Industrials,Trucking
ARCC,14457677824,20.2,3453475,Financial Services,Asset Management
ARCO,1474641408,7.06,915629,Consumer Cyclical,Restaurants
ARCT,236787488,8.72,981999,Healthcare,Biotechnology
ARDT,2060732800,14.4,201866,Healthcare,Medical Care Facilities
ARDX,1372804864,5.59,2695286,Healthcare,Biotechnology
ARE,9610801152,55.61,2935709,Real Estate,REIT - Office
AREC,399200544,4.01,12792192,Basic Materials,Coking Coal
AREN,224987632,4.74,103426,Communication Services,Internet Content & Information
ARES,50414874624,153.88,1036803,Financial Services,Asset Management
ALTO,110226288,1.38,2119860,Basic Materials,Specialty Chemicals
ALTS,264887056,2.12,4258768,Technology,Software - Application
ALV,9249540096,121.76,383667,Consumer Cyclical,Auto Parts
ALVO,1779242624,5.71,1005289,Healthcare,Drug Manufacturers - Specialty & Generic
AM,8439592960,17.72,1619436,Energy,Oil & Gas Midstream
AMAL,834325248,27.87,193576,Financial Services,Banks - Regional
AMAT,183283531776,230.07,6396938,Technology,Semiconductor Equipment & Materials
AMBA,3827923200,89.67,931146,Technology,Semiconductor Equipment & Materials
AMBC,393486688,8.48,622954,Financial Services,Insurance - Specialty
AMBP,2032178688,3.4,1194356,Consumer Cyclical,Packaging & Containers
AMBQ,532652032,27.27,326734,Technology,Semiconductors
AMC,1333653376,2.41,30249499,Communication Services,Entertainment
AMCR,19320973312,8.37,21729803,Consumer Cyclical,Packaging & Containers
AMCX,314517056,7.52,557315,Communication Services,Entertainment
AMD,380212838400,233.54,51603215,Technology,Semiconductors
AME,45186715648,196.29,1007567,Industrials,Specialty Industrial Machinery
AMG,7366111744,259.26,316741,Financial Services,Asset Management
AMGN,172421513216,320.2,2663584,Healthcare,Drug Manufacturers - General
AMH,13519452160,32.0,2938395,Real Estate,REIT - Residential
AMKR,8597387264,34.78,3545716,Technology,Semiconductor Equipment & Materials
AMLX,1330156800,12.31,1865520,Healthcare,Biotechnology
AMN,706316096,17.87,3115412,Healthcare,Medical Care Facilities
AMP,42869481472,461.43,432241,Financial Services,Asset Management
AMPH,1125878272,24.03,802170,Healthcare,Drug Manufacturers - Specialty & Generic
AMPL,1326522112,10.01,1730761,Technology,Software - Application
AMPX,1592215424,12.73,10867131,Industrials,Electrical Equipment & Parts
AMPY,216951344,5.36,2651870,Energy,Oil & Gas E&P
AMR,2210403840,169.33,161290,Basic Materials,Coking Coal
AMRC,1862166272,35.27,742002,Industrials,Engineering & Construction
AMRK,623256576,25.29,558279,Financial Services,Capital Markets
AMRX,3662164480,11.37,1209487,Healthcare,Drug Manufacturers - Specialty & Generic
AMRZ,27344375808,49.44,2801045,Basic Materials,Building Materials
AMSC,1755958656,38.86,3027858,Industrials,Specialty Industrial Machinery
AMSF,766438208,40.5,148517,Financial Services,Insurance - Specialty
AMT,83306692608,177.95,3520854,Real Estate,REIT - Specialty
AMTB,716969792,17.09,345947,Financial Services,Banks - Regional
AMTM,5452994560,22.41,949512,Industrials,Specialty Business Services
AMTX,132806000,2.1,1323778,Basic Materials,Specialty Chemicals
AMWD,814697728,55.61,168326,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AMX,70530506752,23.27,1661962,Communication Services,Telecom Services
AMZN,2612795801600,244.41,46128349,Consumer Cyclical,Internet Retail
AN,6907417088,193.86,345455,Consumer Cyclical,Auto & Truck Dealerships
ANAB,1097847936,39.65,368982,Healthcare,Biotechnology
ANDE,1704815104,50.38,550496,Consumer Defensive,Food Distribution
ANET,169562734592,134.65,10268540,Technology,Computer Hardware
ANF,3368786688,71.57,1212619,Consumer Cyclical,Apparel Retail
ANGI,489759040,11.29,1887576,Communication Services,Internet Content & Information
ANGO,495222144,12.02,291036,Healthcare,Medical Instruments & Supplies
ANGX,1031531584,6.03,460499,Communication Services,Entertainment
ANIK,142049008,9.85,106101,Healthcare,Drug Manufacturers - Specialty & Generic
ANIP,2015835904,90.43,704398,Healthcare,Drug Manufacturers - Specialty & Generic
ANIX,137921872,4.19,112391,Healthcare,Biotechnology
ANNX,331308192,2.88,1638256,Healthcare,Biotechnology
ANRO,356997696,11.55,527710,Healthcare,Biotechnology
ANTE,385286368,3.48,299941,Communication Services,Advertising Agencies
AOD,980508288,9.2,755792,Financial Services,Asset Management
AOMR,215312720,9.03,108621,Real Estate,REIT - Mortgage
AON,74436378624,346.32,1043195,Financial Services,Insurance Brokers
AORT,2241223680,44.87,417218,Healthcare,Medical Devices
AOS,9225899008,66.26,771628,Industrials,Specialty Industrial Machinery
AOSL,610676928,20.32,663897,Technology,Semiconductors
APA,8483480064,23.83,6705738,Energy,Oil & Gas E&P
APAM,3164432896,44.91,233328,Financial Services,Asset Management
APD,57806077952,259.74,1334943,Basic Materials,Specialty Chemicals
APEI,561345856,31.07,199264,Consumer Defensive,Education & Training Services
APG,15076589568,36.25,2860458,Industrials,Engineering & Construction
APGE,3719809024,54.71,515782,Healthcare,Biotechnology
APH,170253877248,139.09,8743604,Technology,Electronic Components
API,314815744,3.49,348815,Technology,Software - Application
APLD,8692636672,30.98,25354248,Technology,Information Technology Services
APLE,2760838400,11.67,2515638,Real Estate,REIT - Hotel & Motel
APLS,2493812224,19.26,5026572,Healthcare,Biotechnology
APO,76826107904,132.37,3649020,Financial Services,Asset Management
APOG,740836416,34.44,202665,Industrials,Building Products & Equipment
APP,209508450304,619.93,6632897,Communication Services,Advertising Agencies
APPF,8990398464,251.8,151295,Technology,Software - Application
APPN,2982747648,40.29,1636094,Technology,Software - Infrastructure
APPS,671771840,5.99,4661290,Technology,Software - Application
APTV,18077204480,83.66,1765646,Consumer Cyclical,Auto Parts
APYX,146361376,3.87,235579,Healthcare,Medical Devices
AQN,4805917184,6.24,16568467,Utilities,Utilities - Diversified
AQST,736898816,6.04,2816813,Healthcare,Drug Manufacturers - Specialty & Generic
AR,10380824576,33.65,4226626,Energy,Oil & Gas E&P
ARAI,143661568,4.35,239331,Technology,Software - Infrastructure
ARAY,132609128,1.17,1421150,Healthcare,Medical Devices
ARBE,177125392,1.63,1666427,Technology,Scientific & Technical Instruments
ARCB,1508013184,66.99,295198,Industrials,Trucking
ARCC,14457677824,20.2,3453475,Financial Services,Asset Management
ARCO,1474641408,7.06,915629,Consumer Cyclical,Restaurants
ARCT,236787488,8.72,981999,Healthcare,Biotechnology
ARDT,2060732800,14.4,201866,Healthcare,Medical Care Facilities
ARDX,1372804864,5.59,2695286,Healthcare,Biotechnology
ARE,9610801152,55.61,2935709,Real Estate,REIT - Office
AREC,399200544,4.01,12792192,Basic Materials,Coking Coal
AREN,224987632,4.74,103426,Communication Services,Internet Content & Information
ARES,50414874624,153.88,1036803,Financial Services,Asset Management
ARGX,52619886592,854.65,268623,Healthcare,Biotechnology
ARHS,1387192192,9.84,2185385,Consumer Cyclical,Specialty Retail
ARI,1365817728,9.83,714569,Real Estate,REIT - Mortgage
ARIS,1402560640,23.69,10651616,Utilities,Utilities - Regulated Water
ARKO,479152352,4.3,1055550,Consumer Cyclical,Specialty Retail
ARLO,1768038912,14.83,2929945,Industrials,Building Products & Equipment
ARLP,3133643776,24.4,188499,Energy,Thermal Coal
ARM,161674969088,152.38,5656930,Technology,Semiconductors
ARMK,9935764480,37.8,1643862,Industrials,Specialty Business Services
ARMN,2000096128,9.85,592366,Basic Materials,Gold
ARMP,209408480,5.78,125469,Healthcare,Biotechnology
AROC,4350920704,24.58,1964082,Energy,Oil & Gas Equipment & Services
ARQ,164371456,3.85,1049646,Industrials,Pollution & Treatment Controls
ARQQ,517486944,33.84,596040,Technology,Software - Infrastructure
ARQT,2967985664,24.23,1723530,Healthcare,Biotechnology
ARR,1883247360,16.83,2695930,Real Estate,REIT - Mortgage
ARRY,1304465920,8.54,7121670,Technology,Solar
ARVN,752791040,10.63,2574460,Healthcare,Biotechnology
ARWR,5423843840,39.23,1225365,Healthcare,Biotechnology
ARX,2780630272,12.64,661863,Financial Services,Insurance Brokers
AS,16454135808,29.54,5264333,Consumer Cyclical,Leisure
ASAN,3094834688,13.32,3624402,Technology,Software - Application
ASB,4242637056,25.57,796577,Financial Services,Banks - Regional
ASC,524592800,12.71,690174,Industrials,Marine Shipping
ASG,334576960,5.4,218412,Financial Services,Asset Management
ASGI,588724864,20.34,132053,Financial Services,Asset Management
ASGN,1865136000,43.68,553978,Technology,Information Technology Services
ASH,2298552576,50.05,645141,Basic Materials,Specialty Chemicals
ASIX,487221984,15.38,1096417,Basic Materials,Chemicals
ASLE,289930400,6.145,1538428,Industrials,Airports & Air Services
ASM,628768192,4.29,4565900,Basic Materials,Other Precious Metals & Mining
ASMB,485472672,31.2,125567,Healthcare,Biotechnology
ASML,399308324864,1016.96,1798626,Technology,Semiconductor Equipment & Materials
ASND,12067282944,197.74,313979,Healthcare,Biotechnology
ASO,3049446144,45.77,1692115,Consumer Cyclical,Specialty Retail
ASPI,995166080,9.0,13872246,Basic Materials,Chemicals
ASPN,317911488,3.86,8760821,Industrials,Building Products & Equipment
ASST,1193424768,1.51,144073217,Financial Services,Asset Management
ASTE,1043367104,44.99,189400,Industrials,Farm & Heavy Construction Machinery
ASTH,1541161472,25.535,1199831,Healthcare,Medical Care Facilities
ASTL,405044448,3.86,2022301,Basic Materials,Steel
ASTS,23939391488,69.19,8793089,Technology,Communication Equipment
ASX,33203959808,15.22,10085083,Technology,Semiconductors
ASYS,106782168,7.46,127806,Technology,Semiconductor Equipment & Materials
ATAI,1583179136,4.36,3859240,Healthcare,Biotechnology
ATAT,5423798784,39.25,935293,Consumer Cyclical,Lodging
ATEC,2941293568,19.8,2311165,Healthcare,Medical Devices
ATEN,1235847296,17.23,517758,Technology,Software - Infrastructure
ATEX,337878432,18.03,250644,Communication Services,Telecom Services
ATGE,3447215616,94.89,614109,Consumer Defensive,Education & Training Services
ATHM,2961512192,24.34,422449,Communication Services,Internet Content & Information
ATI,13267087360,97.65,1212916,Industrials,Metal Fabrication
ATKR,2217913600,65.9,227675,Industrials,Electrical Equipment & Parts
ATO,28398225408,176.91,862873,Utilities,Utilities - Regulated Gas
ATR,7626257920,116.22,611877,Healthcare,Medical Instruments & Supplies
ATRC,1593429376,32.05,408705,Healthcare,Medical Instruments & Supplies
ATRO,1664248448,46.98,445394,Industrials,Aerospace & Defense
ATUS,970094656,2.09,4791548,Communication Services,Telecom Services
ATXS,706000576,12.51,580782,Healthcare,Biotechnology
AUB,4666044416,32.74,668970,Financial Services,Banks - Regional
AUDC,267762736,9.28,107761,Technology,Communication Equipment
AUGO,2864398336,34.29,305861,Basic Materials,Gold
AUPH,1926190592,14.61,2399092,Healthcare,Biotechnology
AUR,8360803328,4.32,18470969,Technology,Information Technology Services
AURA,336068512,5.35,235980,Healthcare,Biotechnology
AUTL,353968096,1.33,2892685,Healthcare,Biotechnology
AVA,3323222016,40.84,572564,Utilities,Utilities - Diversified
AVAH,1827974528,8.75,1361562,Healthcare,Medical Care Facilities
AVAV,16460151808,329.65,1412021,Industrials,Aerospace & Defense
AVB,25304020992,177.38,910751,Real Estate,REIT - Residential
AVBP,746468544,18.045,282343,Healthcare,Biotechnology
AVD,144999504,5.1,189694,Basic Materials,Agricultural Inputs
AVDL,1830086016,18.69,1353775,Healthcare,Drug Manufacturers - Specialty & Generic
AVDX,2076987520,10.0,4456003,Technology,Software - Infrastructure
AVGO,1650135924736,349.43,21633332,Technology,Semiconductors
AVIR,259499200,3.27,340231,Healthcare,Biotechnology
AVK,563338048,12.68,185335,Financial Services,Asset Management
AVNS,521284320,11.23,500997,Healthcare,Medical Devices
AVNT,2762474752,29.7,840150,Basic Materials,Specialty Chemicals
AVO,872145792,12.35,427225,Consumer Defensive,Food Distribution
AVPT,2576011008,12.08,4235174,Technology,Software - Infrastructure
AVR,145331360,3.98,163251,Healthcare,Medical Instruments & Supplies
AVT,3843630336,47.26,752048,Technology,Electronics & Computer Distribution
AVTR,7874961408,11.55,7606008,Healthcare,Medical Instruments & Supplies
AVTX,274658496,15.05,615501,Healthcare,Biotechnology
AVXL,626166016,7.29,1588903,Healthcare,Biotechnology
AVY,13454809088,174.07,390694,Consumer Cyclical,Packaging & Containers
AWF,933867392,10.79,291343,Financial Services,Asset Management
AWI,8138692608,188.71,315939,Industrials,Building Products & Equipment
AWK,25529966592,130.84,1142904,Utilities,Utilities - Regulated Water
AWP,336306656,3.88,404481,Financial Services,Asset Management
